source,target,relationship,source_type,target_type
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19649,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19650,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19651,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19652,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19653,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19654,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19655,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19709,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19710,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19711,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19713,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19717,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19724,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19736,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19751,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19752,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19753,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19754,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19755,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19756,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19757,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19762,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19792,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19793,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19794,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19795,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19796,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19797,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19798,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19799,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19800,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19801,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19823,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19824,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19825,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19826,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19827,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19828,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19846,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19847,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19916,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19917,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19960,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19961,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19962,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19963,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19964,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19965,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19974,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19975,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19976,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19977,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19978,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19979,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19980,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19981,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19985,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19986,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19994,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:2062,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:286,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:288,hasGlobalVariable,File,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3402,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3403,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3404,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3410,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3411,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19381,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:3412,hasGlobalVariable,File,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19424,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19425,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19426,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19427,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19428,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19429,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19430,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19431,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19473,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19474,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19475,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19476,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19481,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19497,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19498,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19499,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19500,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19508,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19509,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19511,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19512,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19513,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19514,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19520,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19521,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19522,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19523,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19526,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19571,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19572,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19573,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19574,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19619,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19620,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19621,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19622,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19650,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19651,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19652,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19653,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19717,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19751,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19752,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19753,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19754,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19793,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19794,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19795,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19796,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19797,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19798,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19799,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19824,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19825,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19826,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19827,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19846,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19847,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19961,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19962,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19963,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19964,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19976,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19977,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19978,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19412,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19979,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19424,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19425,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19426,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19427,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19428,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19429,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19430,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19431,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19432,hasVariable,Equation,Variable
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19473,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19474,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19475,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19476,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19497,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19498,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19499,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19500,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19511,hasVariable,Equation,Equation
4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19417,4:23ad72d3-d4ec-4ad1-8fc9-e750bcb9f1cb:19512,hasVariable,Equation,Equation
